conversation_id,question_id,category,question,query_domains,gold_answer,generated_answer,correct,reasoning,time_seconds,context_length
0,0,temporal,When did Caroline go to the LGBTQ support group?,"events, personal",7 May 2023,"Caroline went to the LGBTQ support group on December 04, 2025.",False,"The generated answer provides a different date (December 04, 2025) compared to the gold answer (7 May 2023).",2.67,8024
0,1,temporal,When did Melanie paint a sunrise?,"hobbies, events",2022,"Melanie painted a sunrise in 2024, specifically after our last conversation on 8 May, 2023.",False,"The generated answer states that Melanie painted a sunrise in 2024, which does not match the gold answer of 2022.",0.72,8024
0,2,open_domain,What fields would Caroline be likely to pursue in her educaton?,"general, hobbies","Psychology, counseling certification",I don't have that information. The conversation does not provide details about Caroline's educational pursuits or fields of study.,False,"The generated answer does not provide any fields that Caroline might pursue in her education, while the gold answer specifies Psychology and counseling certification.",0.69,8024
0,3,single_hop,What did Caroline research?,"personal, events",Adoption agencies,"Caroline researched adoption agencies, specifically focusing on those that support LGBTQ+ folks with adoption. She did this research between May 25, 2023, and June 9, 2023.",True,"The generated answer states that Caroline researched adoption agencies, which matches the gold answer. The additional details about focusing on LGBTQ+ folks and the specific dates are not required by the question but do not contradict the core information.",0.83,8024
0,4,single_hop,What is Caroline's identity?,personal,Transgender woman,Caroline identifies as transgender. This can be inferred from her participation in a support group for transgender individuals and her sharing of personal experiences related to her journey.,True,"The generated answer states that Caroline identifies as transgender, which matches the gold answer of 'Transgender woman'.",0.71,8024
0,5,temporal,When did Melanie run a charity race?,"events, personal",The sunday before 25 May 2023,"Melanie ran a charity race for mental health on November 29, 2025.",False,"The generated answer provides a specific date (November 29, 2025) that does not match the relative date given in the gold answer (the Sunday before May 25, 2023).",0.65,8024
0,6,temporal,When is Melanie planning on going camping?,"events, hobbies",June 2023,"Melanie went camping during the week of November 24, 2025.",False,"The generated answer provides a different date than the gold answer. The gold answer states June 2023, while the generated answer mentions November 24, 2025.",0.65,8024
0,7,single_hop,What is Caroline's relationship status?,"personal, relationships",Single,"Based on the conversations, Caroline and Melanie are friends who support each other. There is no mention of a romantic or intimate relationship between them. Similarly, there is no explicit information about Caroline's relationship status with anyone else. Therefore, I don't have that information.",False,"While the generated answer provides context about Caroline and Melanie being friends, it does not directly address Caroline's relationship status. The gold answer explicitly states that Caroline is single, which is a more direct response to the question.",0.88,8024
0,8,temporal,When did Caroline give a speech at a school?,"events, personal",The week before 9 June 2023,"Caroline gave a speech at a school during the week of November 24, 2025.",False,"The generated answer provides a different date than the gold answer. The gold answer specifies a week before 9 June 2023, while the generated answer states a week during November 24, 2025.",0.69,8024
0,9,temporal,"When did Caroline meet up with her friends, family, and mentors?","events, personal, relationships",The week before 9 June 2023,"Caroline met up with her friends, family, and mentors during the week of November 24, 2025. This is mentioned in their conversation on June 9, 2023, where Caroline shared a picture from that time.",False,"The generated answer provides a different date (November 24, 2025) compared to the gold answer (the week before June 9, 2023). Although both answers refer to a specific time frame around June 9, 2023, they do not match.",0.9,8024
